Gerakladium120768	regulation of intraciliary retrograde transport
Gerakladium45526	Thioredoxin
Gerakladium167177	SET and MYND domain-containing protein
Gerakladium193452	Ribosomal protein S1-like RNA-binding domain
Gerakladium169322	ubiquitin-protein transferase activity
Gerakladium191142	Notch signaling pathway
Gerakladium32460	Responsible for synthesis of pseudouridine from uracil
Gerakladium205542	Belongs to the thioredoxin family
Gerakladium1952	nitrite reductase (NAD(P)H) large subunit
Gerakladium96866	ABC transporter D family member
Gerakladium5770	Dynein light chain type 1
Gerakladium170207	DnaJ molecular chaperone homology domain
Gerakladium13024	ribonuclease III activity
Gerakladium13172	CAP_GLY
Gerakladium130819	calmodulin-dependent cyclic-nucleotide phosphodiesterase activity
Gerakladium186374	Selenide, water dikinase
Gerakladium45505	CobN/Magnesium Chelatase
Gerakladium168927	Er lumen protein retaining receptor
Gerakladium192220	2OG-Fe(II) oxygenase superfamily
Gerakladium205172	gamma-glutamylcyclotransferase activity
Gerakladium170180	argininosuccinate lyase
Gerakladium59894	Belongs to the 14-3-3 family
Gerakladium149168	GTPase activity
Gerakladium133647	ubiquitin-protein transferase activity
Gerakladium18387	glycerophosphoryl diester phosphodiesterase
Gerakladium30016	negative regulation of inclusion body assembly
Gerakladium92852	Radical SAM superfamily
Gerakladium204971	Chromate
Gerakladium148981	Dual specificity protein phosphatase 2
Gerakladium2482	XPG N-terminal
Gerakladium115632	transferase caf17, mitochondrial
Gerakladium6364	alkylated DNA
Gerakladium167025	Transmembrane amino acid transporter protein
Gerakladium63060	tail specific protease
Gerakladium221895	N-acylneuraminate-9-phosphatase activity
Gerakladium156833	riboflavin kinase activity
Gerakladium186359	PB1 domain
Gerakladium13364	InterPro DEAD DEAH box helicase
Gerakladium7705	SNF2 RAD54 helicase family protein
Gerakladium190041	Belongs to the small GTPase superfamily. Arf family
Gerakladium22431	cAMP-dependent protein kinase regulator activity
Gerakladium34009	phosphopantetheine binding
Gerakladium212295	Zinc finger, CCCH type
Gerakladium60324	methyltransferase
Gerakladium2406	Calcineurin-like phosphoesterase
Gerakladium44769	sulfuric ester hydrolase activity
Gerakladium67722	Belongs to the eukaryotic ribosomal protein eS7 family
Gerakladium31907	Lipopolysaccharide kinase (Kdo/WaaP) family
Gerakladium3889	ATP-grasp domain
Gerakladium169298	Pirin
Gerakladium2374	RNA recognition motif 2
Gerakladium15324	FAD dependent oxidoreductase
Gerakladium167991	PFAM methyltransferase small
Gerakladium128	dodecenoyl-CoA delta-isomerase activity
Gerakladium45153	inward rectifier potassium channel activity
Gerakladium55705	Belongs to the glycosyl hydrolase 5 (cellulase A) family
Gerakladium38738	Responsible for synthesis of pseudouridine from uracil
Gerakladium169729	Pyruvate dehydrogenase
Gerakladium2608	calcium-dependent cysteine-type endopeptidase activity
Gerakladium209963	Peroxidase
Gerakladium39899	Belongs to the acetylglutamate kinase family. ArgB subfamily
Gerakladium149054	Belongs to the peptidase C2 family
Gerakladium185252	Tubulin-specific chaperone B. Source PGD
Gerakladium133212	Pyroglutamyl peptidase
Gerakladium171722	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
Gerakladium2940	60s ribosomal protein l32
Gerakladium209666	deSI-like protein
Gerakladium112086	SNF2 family N-terminal domain
Gerakladium205000	LrgB-like family
Gerakladium130910	Phosphoribulokinase
Gerakladium58585	Sulfite reductase NADPH flavoprotein component. Source PGD
Gerakladium65	adenylate kinase activity
Gerakladium191880	PPP5 TPR repeat region
Gerakladium52059	methionine adenosyltransferase activity
Gerakladium218899	threonine-tRNA ligase
Gerakladium171110	Domain with 2 conserved Trp (W) residues
Gerakladium111324	Cytidine and deoxycytidylate deaminase zinc-binding region
Gerakladium130673	Speckle-type POZ protein-like protein
Gerakladium207077	VDE lipocalin domain
Gerakladium88339	Magnesium-chelatase subunit ChlH
Gerakladium20919	Low-density lipoprotein-receptor YWTD domain
Gerakladium88951	2-acylglycerol O-acyltransferase activity
Gerakladium42316	ATPase activity, coupled to transmembrane movement of substances
Gerakladium49882	Sulfate permease family
Gerakladium189491	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
Gerakladium211512	phosphatase 2c
Gerakladium133459	Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q)
Gerakladium43	NDP-glucose-starch glucosyltransferase activity
Gerakladium136968	tRNA (guanine(9)-N(1))-methyltransferase activity
Gerakladium60141	Radical SAM superfamily
Gerakladium168885	phosphatase
Gerakladium136671	Serpin peptidase inhibitor, clade B (ovalbumin), member 1
Gerakladium131554	Isochorismatase family
Gerakladium65272	D-lactate dehydrogenase, membrane binding
Gerakladium187215	RING-like zinc finger
Gerakladium6267	ATP-grasp domain
Gerakladium135095	Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor
Gerakladium7125	ATP-grasp domain
Gerakladium41920	Pfam Isochorismatase
Gerakladium90579	negative regulation of phosphatase activity
Gerakladium7939	cell division cycle protein
Gerakladium51900	Alcohol dehydrogenase zinc-binding domain protein
Gerakladium173103	Alpha/beta hydrolase family
Gerakladium207928	COG0477 Permeases of the major facilitator superfamily
Gerakladium112518	Belongs to the UPF0145 family
Gerakladium205595	oxidation-reduction process
Gerakladium154356	DnaJ molecular chaperone homology domain
Gerakladium30674	Ubiquinol-cytochrome c reductase iron-sulfur subunit
Gerakladium14644	THUMP domain containing 2
Gerakladium113202	Solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3
Gerakladium7302	AAA domain (dynein-related subfamily)
Gerakladium89686	assembly of large subunit precursor of preribosome
Gerakladium19397	Sulfotransferase domain
Gerakladium149442	PPPDE putative peptidase domain
Gerakladium207467	methenyltetrahydrofolate cyclohydrolase activity
Gerakladium58126	Oxidoreductase NAD-binding domain
Gerakladium143692	Cytochrome b5-like Heme/Steroid binding domain
Gerakladium18372	Responsible for synthesis of pseudouridine from uracil
Gerakladium31400	ubiquitin-protein transferase activity
Gerakladium185977	peptide-methionine (R)-S-oxide reductase activity
Gerakladium49485	amidohydrolase
Gerakladium168013	linker protein
Gerakladium210215	Phytanoyl-CoA dioxygenase (PhyH)
Gerakladium209642	regulatory subunit
Gerakladium44042	Tubulin-tyrosine ligase family
Gerakladium205708	Belongs to the UDP-glycosyltransferase family
Gerakladium127442	Pepsin A-like
Gerakladium130954	Belongs to the DEAD box helicase family
Gerakladium148801	tyrosine-tRNA ligase activity
Gerakladium11470	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
Gerakladium29634	adenosylhomocysteinase activity
Gerakladium190435	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
Gerakladium190288	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit
Gerakladium27362	polypeptide N-acetylgalactosaminyltransferase activity
Gerakladium23618	NDP-glucose-starch glucosyltransferase activity
Gerakladium168669	ABC transporter
Gerakladium4597	Belongs to the universal ribosomal protein uS15 family
Gerakladium163757	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
Gerakladium188842	GTP cyclohydrolase
Gerakladium167296	pyrimidine nucleotide-sugar transmembrane transporter activity
Gerakladium11176	Cytochrome b5
Gerakladium175596	Fucoxanthin chlorophyll a c
Gerakladium208492	3' exoribonuclease family, domain 2
Gerakladium94535	polypeptide N-acetylgalactosaminyltransferase activity
Gerakladium132051	DegT/DnrJ/EryC1/StrS aminotransferase family
Gerakladium211	Cwf15 Cwc15 cell cycle control protein
Gerakladium133214	IQ calmodulin-binding motif
Gerakladium494	unfolded protein binding
Gerakladium99859	DTW domain-containing protein
Gerakladium155146	Lipopolysaccharide kinase (Kdo/WaaP) family
Gerakladium59596	O-methyltransferase activity
Gerakladium197987	protein-cysteine S-palmitoyltransferase activity
Gerakladium29299	Alpha/beta hydrolase family
Gerakladium169291	transporter component
Gerakladium81244	Peptidase family C69
Gerakladium140201	Prolyl oligopeptidase family
Gerakladium18951	Calcineurin-like phosphoesterase
Gerakladium20804	polyketide synthase
Gerakladium114463	Serine hydrolase involved in the detoxification of formaldehyde
Gerakladium1294	Geranylgeranyl diphosphate reductase
Gerakladium168617	negative regulation of translational initiation in response to stress
Gerakladium136159	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
Gerakladium193218	Threonylcarbamoyladenosine tRNA
Gerakladium269	NAD(P)+ transhydrogenase (AB-specific) activity
Gerakladium168292	voltage-gated potassium channel activity
Gerakladium667	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides
Gerakladium158593	COG0656 Aldo keto reductases, related to diketogulonate reductase
Gerakladium141215	Proteasome subunit beta
Gerakladium90908	Protein translocase subunit secA
Gerakladium112233	glutamine catabolic process
Gerakladium161648	Haloacid dehalogenase-like hydrolase
Gerakladium99974	Belongs to the cysteine synthase cystathionine beta- synthase family
Gerakladium51912	adenosine deaminase activity
Gerakladium216751	DnaJ molecular chaperone homology domain
Gerakladium149277	Belongs to the glycosyl hydrolase 5 (cellulase A) family
Gerakladium2465	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome
Gerakladium112900	Psort location CytoplasmicMembrane, score
Gerakladium29140	sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity
Gerakladium191525	-
Gerakladium114007	Belongs to the glycosyl hydrolase 3 family
Gerakladium76718	Calcium-dependent protein kinase
Gerakladium14005	PPPDE putative peptidase domain
Gerakladium137189	cAMP-dependent protein kinase regulatory subunit
Gerakladium82570	ribosomal protein S8
Gerakladium48069	spectrin binding
Gerakladium68727	lipase class 3
Gerakladium45104	regulation of proton-transporting ATPase activity, rotational mechanism
Gerakladium155940	Protein kinase domain
Gerakladium50613	Proteasome subunit alpha type
Gerakladium90066	calcium-transporting ATPase activity
Gerakladium205597	glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group
Gerakladium173376	Acts as a Mg(2 ) transporter. Can also transport other divalent cations such as Fe(2 ), Sr(2 ), Ba(2 ), Mn(2 ) and Co(2 ) but to a much less extent than Mg(2 )
Gerakladium190185	methyltransferase activity
Gerakladium27869	Oxidoreductase family, NAD-binding Rossmann fold
Gerakladium57625	U4 U6 small nuclear ribonucleoprotein Prp4
Gerakladium44480	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.
Gerakladium36605	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Gerakladium104011	thiol-dependent ubiquitin-specific protease activity
Gerakladium115039	mitogen-activated protein kinase kinase
Gerakladium190738	protein disulfide oxidoreductase activity
Gerakladium2827	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
Gerakladium65869	Histidyl-trna synthetase
Gerakladium33571	ketol-acid reductoisomerase activity
Gerakladium208555	oxidoreductase activity, oxidizing metal ions, oxygen as acceptor
Gerakladium152594	mttA/Hcf106 family
Gerakladium174663	Belongs to the BI1 family
Gerakladium137008	Citrate synthase, C-terminal domain
Gerakladium137589	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Gerakladium44191	Exostosin family
Gerakladium1599	alpha-galactosidase
Gerakladium150360	ATP-binding cassette sub-family D
Gerakladium187551	Belongs to the 14-3-3 family
Gerakladium20765	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.
Gerakladium188692	plant-type cell wall cellulose biosynthetic process
Gerakladium149437	Chloride transporter, ClC family
Gerakladium152327	biological adhesion
Gerakladium20987	Hsp90 protein
Gerakladium65974	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
Gerakladium206483	calcium-dependent cysteine-type endopeptidase activity
Gerakladium76630	ribosomal protein
Gerakladium211295	protein heterodimerization activity
Gerakladium72278	intramolecular oxidoreductase activity, transposing S-S bonds
Gerakladium1220	Belongs to the universal ribosomal protein uS7 family
Gerakladium41378	Pyrophosphatase that catalyzes the hydrolysis of nucleoside triphosphates to their monophosphate derivatives, with a high preference for the non-canonical purine nucleotides XTP (xanthosine triphosphate), dITP (deoxyinosine triphosphate) and ITP. Seems to function as a house-cleaning enzyme that removes non-canonical purine nucleotides from the nucleotide pool, thus preventing their incorporation into DNA RNA and avoiding chromosomal lesions
Gerakladium139532	Heat shock chaperonin-binding motif.
Gerakladium42490	Cellulase (glycosyl hydrolase family 5)
Gerakladium15869	polyketide synthase
Gerakladium18394	Ammonium transporter
Gerakladium54335	RNA recognition motif 2
Gerakladium27780	Belongs to the protein kinase superfamily
Gerakladium112173	Beta-lactamase
Gerakladium170645	UDP-glucuronate 4-epimerase
Gerakladium78392	FAD binding domain
Gerakladium77769	Phosphoglycolate phosphatase
Gerakladium17049	Belongs to the glutathione peroxidase family
Gerakladium111923	FAD binding
Gerakladium172596	Glycoside hydrolase family 16
Gerakladium11832	Phosphotransferase enzyme family
Gerakladium13729	Chlorophyll A-B binding protein
Gerakladium136306	Transcription initiation factor TFIID subunit
Gerakladium7399	Sortilin
Gerakladium209156	DNA replication complex GINS protein
Gerakladium33637	cysteine-type peptidase activity
Gerakladium214208	Glutathione peroxidase
Gerakladium1752	Belongs to the ATPase C chain family
Gerakladium151	acyl-CoA dehydrogenase
Gerakladium121651	peptidyl-prolyl cis-trans isomerase activity
Gerakladium71867	Geranylgeranyl diphosphate reductase, chloroplastic
Gerakladium29260	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins
Gerakladium148873	Protein tyrosine kinase
Gerakladium59998	methylenetetrahydrofolate reductase (NAD(P)H) activity
Gerakladium220859	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
Gerakladium116783	cellular oxidant detoxification
Gerakladium31634	ATP-dependent RNA helicase involved in 40S ribosomal subunit biogenesis. Required for the processing and cleavage of 35S pre-rRNA at sites A0, A1, and A2, leading to mature 18S rRNA
Gerakladium5973	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome
Gerakladium38610	Alcohol dehydrogenase GroES-like domain
Gerakladium15389	Thioredoxin
Gerakladium192020	pseudouridine synthase activity
Gerakladium134404	pseudouridine synthase activity
Gerakladium70694	Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin
Gerakladium212864	endo-1,3(4)-beta-glucanase
Gerakladium99583	Haloacid dehalogenase-like hydrolase
Gerakladium20427	fructose 1,6-bisphosphate 1-phosphatase activity
Gerakladium45699	regulation of cobalamin metabolic process
Gerakladium112053	calcium-dependent cysteine-type endopeptidase activity
Gerakladium9816	to Saccharomyces cerevisiae NIP100 (YPL174C)
Gerakladium70825	Protein tyrosine kinase
Gerakladium56631	Protein tyrosine kinase
Gerakladium7119	Belongs to the eukaryotic ribosomal protein eL36 family
Gerakladium45218	Mycolic acid cyclopropane synthetase
Gerakladium132328	retrograde transport, endosome to Golgi
Gerakladium8333	alpha-1,4-glucan synthase activity
Gerakladium8289	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity
Gerakladium118882	homolog subfamily A member
Gerakladium150989	cAMP-dependent protein kinase regulator activity
Gerakladium7482	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
Gerakladium169553	dynein, light chain
Gerakladium8727	Sodium/calcium exchanger protein
Gerakladium135850	2-hydroxy-adenosine triphosphate pyrophosphatase activity
Gerakladium116661	-
Gerakladium113643	Cyclin-dependent protein kinase
Gerakladium132496	Ketopantoate hydroxymethyltransferase
Gerakladium209988	Sigma factor PP2C-like phosphatases
Gerakladium111377	Histidine phosphatase superfamily (branch 1)
Gerakladium2092	Pfam 01975 MraW methylase family Members of this family are probably SAM dependent methyltransferases based on Swiss P18595 1 . This family appears to be related to Methyltransf_3 pfam 01596
Gerakladium15056	Chloroplast stem-loop binding protein of 41 kDa b
Gerakladium5749	dynein light chain binding
Gerakladium108667	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
Gerakladium40820	to Saccharomyces cerevisiae ASC1 (YMR116C)
Gerakladium3626	Serine/Threonine protein kinases, catalytic domain
Gerakladium6542	transporter
Gerakladium168369	protein-(glutamine-N5) methyltransferase activity
Gerakladium171958	positive regulation of catalytic activity in other organism involved in symbiotic interaction
Gerakladium1118	Belongs to the universal ribosomal protein uS5 family
Gerakladium142601	Golgi SNARE
Gerakladium149173	Dimethylglycine dehydrogenase
Gerakladium136294	Purple acid phosphatase
Gerakladium167956	Aldo/keto reductase family
Gerakladium39029	Chlorophyll A-B binding protein
Gerakladium32376	hydrolase activity, hydrolyzing O-glycosyl compounds
Gerakladium205378	E3 ubiquitin-protein ligase
Gerakladium186961	PFAM Silent information regulator protein Sir2
Gerakladium176656	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network
Gerakladium133174	Belongs to the adenylate kinase family
Gerakladium99392	DEAD DEAH box helicase
Gerakladium8444	Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val)
Gerakladium208599	Thaumatin family
Gerakladium118400	Er lumen protein retaining receptor
Gerakladium1610	RNA binding
Gerakladium148882	COG3145 Alkylated DNA repair protein
Gerakladium168236	Nuclear chaperone required for maturation and nuclear export of pre-60S ribosome subunits
Gerakladium17898	Inhibitor of apoptosis-promoting Bax1
Gerakladium21569	Sigma factor PP2C-like phosphatases
Gerakladium981	water channel activity
Gerakladium156871	MgtC family
Gerakladium48828	Methyltransferase domain
Gerakladium1024	Belongs to the MIP aquaporin (TC 1.A.8) family
Gerakladium148628	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
Gerakladium574	Sugar (and other) transporter
Gerakladium102710	Introduces a single-strand break via transesterification at a target site in duplex DNA. Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand
Gerakladium381	Phosphoenolpyruvate phosphomutase
Gerakladium159641	protein serine/threonine phosphatase activity
Gerakladium117616	interleukin-8 biosynthetic process
Gerakladium187476	Ribosomal protein S2
Gerakladium136160	Phytanoyl-CoA dioxygenase (PhyH)
Gerakladium16778	ATP binding
Gerakladium167231	WD repeat-containing protein 37
Gerakladium18959	aspartic-type endopeptidase activity
Gerakladium1680	pheophorbide a oxygenase activity
Gerakladium31174	ribosomal protein
Gerakladium115332	cAMP-dependent protein kinase regulatory subunit
Gerakladium135527	ER lumen protein retaining receptor
Gerakladium38021	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
Gerakladium13668	cysteine-type peptidase activity
Gerakladium111336	polyketide synthase
Gerakladium159297	RNA binding motif
Gerakladium47753	Catalyzes the phosphorylation of pyruvate to phosphoenolpyruvate
Gerakladium37867	carboxylic ester hydrolase activity
Gerakladium112415	Small nuclear ribonucleoprotein
Gerakladium70798	Modified RING finger domain
Gerakladium71101	Antibiotic biosynthesis monooxygenase
Gerakladium113440	regulation of RNA splicing
Gerakladium57413	poly(U) RNA binding
Gerakladium49950	Serine/Threonine protein kinases, catalytic domain
Gerakladium152602	Splicing factor 1 helix-hairpin domain
Gerakladium132924	Glycosyl transferases group 1
Gerakladium125366	Iron-binding zinc finger CDGSH type
Gerakladium74650	ubiquitin-protein transferase activity
Gerakladium43196	ATP:ADP antiporter activity
Gerakladium116643	-
Gerakladium17185	Glycosyltransferase like family 2
Gerakladium149451	ligase activity, forming nitrogen-metal bonds
Gerakladium2358	transcription coactivator activity
Gerakladium1079	acetyltransferase
Gerakladium77018	ATP citrate synthase activity
Gerakladium48677	Belongs to the short-chain dehydrogenases reductases (SDR) family
Gerakladium33720	Fructose-bisphosphate aldolase class-II
Gerakladium16964	Chloride conductance regulatory protein
Gerakladium168813	phosphate ion transport
Gerakladium27401	FMN-dependent dehydrogenase
Gerakladium193365	Belongs to the peptidase A1 family
Gerakladium35118	regulation of tocopherol cyclase activity
Gerakladium25209	dihydrokaempferol 4-reductase activity
Gerakladium780	Chlorophyll A-B binding protein
Gerakladium148785	ketol-acid reductoisomerase activity
Gerakladium273	Chlorophyll A-B binding protein
Gerakladium85401	sulfur dioxygenase activity
Gerakladium151117	low voltage-gated calcium channel activity
Gerakladium189227	Source PGD
Gerakladium10718	Calcium-dependent protein kinase
Gerakladium117920	N-acetylgalactosaminyltransferase 7
Gerakladium187567	III protein, CoA-transferase family
Gerakladium45169	Chlamydia CHLPS protein (DUF818)
Gerakladium2345	Zinc finger CCCH type domain
Gerakladium87525	DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments made during discontinuous DNA replication
Gerakladium9202	Cellulase (glycosyl hydrolase family 5)
Gerakladium134351	Belongs to the MsrB Met sulfoxide reductase family
Gerakladium199696	Belongs to the chaperonin (HSP60) family
Gerakladium208430	serine racemase
Gerakladium85073	NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain
Gerakladium206572	intramolecular oxidoreductase activity, transposing S-S bonds
Gerakladium114902	peptidyl-proline hydroxylation to 4-hydroxy-L-proline
Gerakladium26187	Ribosomal protein L6e
Gerakladium16565	sulfotransferase activity
Gerakladium14215	regulation of RNA splicing
Gerakladium68059	Skp1-protein -hydroxyproline N-acetylglucosaminyltransferase, family GT60. Source PGD
Gerakladium186372	Carbamoyltransferase C-terminus
Gerakladium115516	Adenylate cyclase
Gerakladium187196	cysteine desulfurase activity
Gerakladium111948	Pentatricopeptide repeat
Gerakladium5786	PH domain
Gerakladium156545	PPP5 TPR repeat region
Gerakladium37208	FMN-dependent dehydrogenase
Gerakladium83113	Glycosyl transferase family 8
Gerakladium26339	Pyridoxal-phosphate dependent enzyme
Gerakladium2449	Inositol monophosphatase
Gerakladium113152	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
Gerakladium23622	DnaJ molecular chaperone homology domain
Gerakladium17392	piRNA biosynthetic process
Gerakladium150922	procollagen galactosyltransferase activity
Gerakladium46883	Belongs to the group II decarboxylase family
Gerakladium53436	heat shock protein 70
Gerakladium1063	L-malate dehydrogenase activity
Gerakladium98576	Peptide methionine sulfoxide reductase
Gerakladium8712	Belongs to the protein kinase superfamily
Gerakladium11096	Si dkey-190g11.3
Gerakladium72959	Eukaryotic cytochrome b561
Gerakladium211307	to Saccharomyces cerevisiae AOS1 (YPR180W)
Gerakladium130853	It is involved in the biological process described with
Gerakladium56467	Caspase domain
Gerakladium12786	phosphatase 5
Gerakladium25485	ubiquitin-conjugating enzyme
Gerakladium170308	Belongs to the peptidase A1 family
Gerakladium210521	Plasmin dissolves the fibrin of blood clots and acts as a proteolytic factor in a variety of other processes including embryonic development, tissue remodeling, tumor invasion, and inflammation. In ovulation, weakens the walls of the Graafian follicle. It activates the urokinase-type plasminogen activator, collagenases and several complement zymogens, such as C1 and C5. Cleavage of fibronectin and laminin leads to cell detachment and apoptosis. Also cleaves fibrin, thrombospondin and von Willebrand factor. Its role in tissue remodeling and tumor invasion may be modulated by CSPG4. Binds to cells
Gerakladium187741	Chlorophyll A-B binding protein
Gerakladium85157	Protease Do-like 1, chloroplastic
Gerakladium122643	Peptidyl-prolyl cis-trans isomerase E
Gerakladium100916	Belongs to the glycosyl hydrolase 2 family
Gerakladium121318	phosphatase 2C
Gerakladium134179	Lead, cadmium, zinc and mercury transporting ATPase
Gerakladium18603	Removes the formyl group from the N-terminal Met of newly synthesized proteins
Gerakladium44810	Beta-ketoacyl synthase, N-terminal domain
Gerakladium185549	synthase
Gerakladium11747	O-methyltransferase activity
Gerakladium76245	Cupin-like domain
Gerakladium22513	endo-1,3(4)-beta-glucanase
Gerakladium24914	Lys63-specific deubiquitinase activity
Gerakladium42693	Belongs to the glycosyl hydrolase 30 family
Gerakladium876	Catalyzes the formation of S-adenosylmethionine from methionine and ATP
Gerakladium473	serine threonine protein kinase
Gerakladium65114	Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC)
Gerakladium2560	cellular zinc ion homeostasis
Gerakladium6872	Thiol methyltransferase
Gerakladium103586	Cytochrome b5
Gerakladium22928	Photosystem II 12 kDa extrinsic protein (PsbU)
Gerakladium197799	Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)
Gerakladium9733	GTP-binding protein engA. Source PGD
Gerakladium212714	Snf7
Gerakladium208884	6-phosphoglucan, water dikinase activity
Gerakladium119624	intracellular sterol transport
Gerakladium5132	ADP-ribosylglycohydrolase
Gerakladium47720	methionine adenosyltransferase activity
Gerakladium190927	Belongs to the arginase family
Gerakladium113615	FHA domain
Gerakladium152443	MMPL family
Gerakladium10155	Poly(ADP-ribose) polymerase catalytic domain
Gerakladium57992	Ribosomal protein L13
Gerakladium152280	PPPDE putative peptidase domain
Gerakladium39443	peroxiredoxin activity
Gerakladium56878	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Gerakladium78770	Exostosin family
Gerakladium151741	Belongs to the 14-3-3 family
Gerakladium130984	Calcineurin-like phosphoesterase
Gerakladium12924	Nucleolar protein
Gerakladium167344	ATP binding
Gerakladium16817	Ribosomal RNA methyltransferase
Gerakladium187328	Broad-Complex, Tramtrack and Bric a brac
Gerakladium114720	Alpha-amylase domain
Gerakladium167451	uvr8 uvr8 (uvb-resistance 8)
Gerakladium132536	Ion channel
Gerakladium210412	mago nashi
Gerakladium100864	cAMP-dependent protein kinase regulatory subunit
Gerakladium169593	Leukotriene A-4 hydrolase
Gerakladium48557	Adenylyl- / guanylyl cyclase, catalytic domain
Gerakladium43300	otolith formation
Gerakladium46138	spliceosomal snRNP assembly
Gerakladium146832	Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q)
Gerakladium8761	phosphoenolpyruvate carboxylase activity
Gerakladium176455	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins
Gerakladium171422	Enoyl-(Acyl carrier protein) reductase
Gerakladium217969	PFAM Rhodanese domain protein
Gerakladium73401	Sucrose-6F-phosphate phosphohydrolase
